Objects
100
,,Global Angle (Quaternion) nb01b:nb01b,,,,,,,Global Angle (Quaternion) nb02b:nb02b,,,,,,,Global Angle (Quaternion) nb04:ID,,,,,,,Global Angle (Quaternion) nb05:ID,,,,,,,Global Angle (Quaternion) nb08:ID,,,,,,,Global Angle (Quaternion) nb10b:nb10b,,,,,,,Global Angle (Quaternion) nb15b:nb15b,,,,,,,Global Angle (Quaternion) nb17b:nb17b,,,,,,,Global Angle (Quaternion) nb19:ID,,,,,,,Global Angle (Quaternion) nb20:ID,,,,,,,
Frame,Sub Frame,RX,RY,RZ,RW,TX,TY,TZ,RX,RY,RZ,RW,TX,TY,TZ,RX,RY,RZ,RW,TX,TY,TZ,RX,RY,RZ,RW,TX,TY,TZ,RX,RY,RZ,RW,TX,TY,TZ,RX,RY,RZ,RW,TX,TY,TZ,RX,RY,RZ,RW,TX,TY,TZ,RX,RY,RZ,RW,TX,TY,TZ,RX,RY,RZ,RW,TX,TY,TZ,RX,RY,RZ,RW,TX,TY,TZ
,,,,,,mm,mm,mm,,,,,mm,mm,mm,,,,,mm,mm,mm,,,,,mm,mm,mm,,,,,mm,mm,mm,,,,,mm,mm,mm,,,,,mm,mm,mm,,,,,mm,mm,mm,,,,,mm,mm,mm,,,,,mm,mm,mm
2143,0,-0.138602,-0.390267,-0.323973,0.850601,-40.3718,-5354.84,1631.08,-0.0434655,0.135489,0.487034,0.861714,1506.39,-2115.48,393.376,-0.389208,-0.184869,-0.374013,0.821252,716.405,-5579.14,1647.51,,,,,,,,-0.0977492,-0.533076,-0.514612,0.664417,390.089,-5942.95,1681.99,-0.0308932,-0.326009,-0.277853,0.903084,-101.336,-5465.12,1656.59,-0.130053,-0.395417,-0.449785,0.790206,-316.92,-5907.91,1711.42,0.658914,-0.688607,0.138674,0.269114,27.5853,-6030.61,1680.66,-0.192919,-0.169795,-0.735636,0.626731,-400.292,-6179.15,1731.67,-0.167995,-0.314977,-0.451022,0.818014,564.722,-5804.65,1707.42
2144,0,-0.138547,-0.387871,-0.326412,0.850774,-40.2064,-5354.91,1631.18,,,,,,,,-0.388807,-0.185887,-0.375016,0.820755,716.561,-5579.16,1647.5,,,,,,,,-0.098462,-0.524351,-0.523141,0.664594,389.778,-5942.94,1681.69,-0.0312469,-0.325078,-0.276546,0.903809,-101.251,-5465.18,1656.72,-0.131378,-0.395819,-0.449713,0.789826,-317.024,-5907.85,1711.51,0.658851,-0.69025,0.131242,0.268785,27.4109,-6030.22,1680.89,-0.192253,-0.170012,-0.736128,0.626298,-400.287,-6179.16,1731.67,-0.166768,-0.311909,-0.452497,0.818626,564.784,-5804.74,1707.46
2145,0,-0.13852,-0.390483,-0.324982,0.85013,-40.197,-5354.9,1631.26,-0.21132,-0.517882,-0.214053,0.800827,-194.04,-5646.08,1677.3,-0.3888,-0.182103,-0.374019,0.82206,716.644,-5579.17,1647.4,,,,,,,,-0.0992313,-0.522076,-0.527918,0.66249,389.58,-5942.85,1681.79,-0.0337884,-0.323806,-0.28012,0.903073,-101.047,-5465.03,1656.89,-0.131358,-0.39607,-0.449629,0.789751,-317.116,-5907.79,1711.6,0.658433,-0.689872,0.136612,0.268105,27.8141,-6030.6,1680.79,-0.194051,-0.169632,-0.731983,0.63069,-400.243,-6179.21,1731.63,-0.167271,-0.312886,-0.452082,0.818379,564.757,-5804.67,1707.4
2146,0,-0.137096,-0.394854,-0.32761,0.847329,-40.7319,-5354.35,1630.92,-0.213146,-0.509335,-0.214303,0.805743,-193.702,-5646.24,1677.91,-0.388585,-0.18402,-0.375639,0.820996,716.682,-5579.1,1647.29,,,,,,,,-0.0973982,-0.524226,-0.529834,0.659527,389.631,-5942.76,1681.91,-0.0381915,-0.322685,-0.279309,0.90355,-100.84,-5464.68,1657.23,-0.131529,-0.396154,-0.450576,0.789141,-317.189,-5907.72,1711.72,0.661645,-0.689458,0.134896,0.262061,27.7889,-6030.35,1680.92,-0.19381,-0.169628,-0.732994,0.62959,-400.226,-6179.22,1731.62,-0.171214,-0.315807,-0.455902,0.814313,564.709,-5804.11,1707.19
2147,0,-0.137684,-0.393282,-0.330586,0.846809,-40.3694,-5354.35,1631.17,-0.214414,-0.508208,-0.216195,0.805612,-193.888,-5646.33,1678.08,-0.388992,-0.181147,-0.373871,0.822248,716.825,-5579.08,1647.24,,,,,,,,-0.0893855,-0.526326,-0.533172,0.656292,390.084,-5942.76,1682.29,-0.0360478,-0.322144,-0.278477,0.904088,-100.694,-5464.69,1657.32,-0.130862,-0.397291,-0.449261,0.78943,-317.238,-5907.68,1711.81,0.662259,-0.688656,0.130758,0.264704,27.7872,-6030.37,1680.74,-0.192933,-0.169564,-0.733026,0.629839,-400.224,-6179.27,1731.62,-0.173794,-0.312085,-0.455014,0.815697,564.86,-5804.15,1707.3
2148,0,-0.13753,-0.392053,-0.334152,0.846004,-40.2185,-5354.29,1631.12,-0.21628,-0.504458,-0.217725,0.807057,-193.86,-5646.35,1678.46,-0.388781,-0.181122,-0.374194,0.822207,716.98,-5579.08,1647.26,-0.148218,0.0302125,-0.875905,0.458158,1544.34,-1997.03,338.483,-0.0954437,-0.530021,-0.527659,0.65692,389.418,-5942.3,1682.88,-0.0351305,-0.320179,-0.282165,0.903678,-100.485,-5464.77,1657.19,-0.135789,-0.400358,-0.447722,0.787921,-317.077,-5907.81,1711.73,0.66254,-0.687399,0.124042,0.270437,27.7301,-6030.39,1680.52,-0.192816,-0.169397,-0.733787,0.629033,-400.185,-6179.27,1731.57,-0.173547,-0.312279,-0.453833,0.816333,564.948,-5804.19,1707.37
2149,0,-0.13809,-0.387435,-0.337064,0.846885,-40.0502,-5354.28,1631.06,-0.217146,-0.50951,-0.221388,0.802642,-193.711,-5646.62,1678.9,-0.389874,-0.181056,-0.372462,0.82249,716.995,-5579,1647.19,-0.162153,0.0469033,-0.879366,0.44522,1549.24,-1984.5,334.179,-0.0866873,-0.540874,-0.516401,0.658233,390.307,-5942.29,1683.03,-0.0349177,-0.318883,-0.279841,0.904867,-100.337,-5464.77,1657.06,-0.137044,-0.401168,-0.444936,0.78887,-317.117,-5907.8,1711.74,0.662426,-0.688509,0.129753,0.265163,28.0665,-6030.58,1680.42,-0.191337,-0.170178,-0.732284,0.631022,-400.143,-6179.21,1731.38,-0.174932,-0.315457,-0.450793,0.816499,564.833,-5804.05,1707.34
2150,0,-0.133219,-0.393077,-0.339155,0.844226,-40.1055,-5354.11,1630.84,-0.214882,-0.520343,-0.224235,0.79548,-193.62,-5646.93,1679.11,-0.388963,-0.181922,-0.374669,0.821727,717.053,-5578.98,1647.26,-0.193633,0.0577624,-0.877581,0.434766,1553.66,-1968.62,328.075,-0.0964411,-0.538125,-0.51533,0.659967,390.103,-5941.97,1683.57,-0.0348002,-0.318237,-0.279514,0.905199,-100.115,-5464.77,1656.85,-0.131862,-0.397787,-0.449816,0.788697,-317.35,-5907.42,1711.86,0.661939,-0.688944,0.131854,0.26421,28.0768,-6030.56,1680.37,-0.192229,-0.168703,-0.735296,0.627636,-400.143,-6179.22,1731.59,-0.177163,-0.320125,-0.44799,0.815744,564.588,-5803.85,1707.23
2151,0,-0.13468,-0.388526,-0.337793,0.846643,-39.5667,-5354.64,1630.7,-0.214863,-0.524019,-0.225883,0.7926,-193.2,-5647.2,1679.59,-0.389452,-0.179962,-0.375097,0.821732,717.102,-5579.02,1647.28,-0.238825,0.0549337,-0.877854,0.411481,1560.03,-1946.43,315.604,-0.104619,-0.535959,-0.511919,0.66313,390.588,-5941.77,1684.08,-0.0331763,-0.316566,-0.282096,0.905045,-99.86,-5464.84,1656.63,-0.131616,-0.400861,-0.445866,0.789425,-317.583,-5907.38,1711.79,0.660502,-0.690998,0.133518,0.261595,28.0458,-6030.73,1680.34,-0.190073,-0.169928,-0.734553,0.628831,-400.083,-6179.19,1731.38,-0.169166,-0.315443,-0.490638,0.794451,564.427,-5803.56,1706.83
2152,0,-0.135629,-0.385631,-0.336444,0.84835,-39.4114,-5354.7,1630.5,-0.217663,-0.521631,-0.227869,0.792843,-193.195,-5647.34,1679.89,-0.391272,-0.179457,-0.374906,0.821065,717.145,-5579.09,1647.31,-0.217699,0.1089,-0.881201,0.405256,1564.57,-1926.85,303.339,-0.0968125,-0.541001,-0.507943,0.663279,391.155,-5941.93,1683.9,-0.0297645,-0.320984,-0.279822,0.904313,-99.9407,-5465.1,1656.27,-0.132158,-0.398443,-0.44799,0.789356,-317.382,-5907.38,1711.75,0.659705,-0.692305,0.133946,0.259924,28,-6030.77,1680.33,-0.192201,-0.169029,-0.736099,0.626616,-400.092,-6179.14,1731.6,-0.169928,-0.312326,-0.489311,0.796336,564.424,-5803.65,1706.87
2153,0,-0.142724,-0.380922,-0.332061,0.851037,-39.4269,-5354.9,1630.31,-0.21913,-0.522714,-0.229913,0.791134,-193.629,-5647.53,1679.73,-0.392626,-0.177059,-0.376842,0.820052,717.118,-5579.22,1647.23,-0.22536,0.139416,-0.884331,0.384363,1569.64,-1904.98,289.853,-0.0941093,-0.54054,-0.502381,0.668262,391.167,-5941.93,1683.81,-0.028287,-0.319234,-0.277416,0.905721,-99.8292,-5465.16,1655.96,-0.132447,-0.402254,-0.44472,0.789224,-317.586,-5907.32,1711.76,0.658893,-0.693064,0.135556,0.259126,27.92,-6030.75,1680.3,-0.193008,-0.169572,-0.733932,0.628759,-400.1,-6179.1,1731.59,-0.166424,-0.315381,-0.488427,0.796415,564.462,-5803.92,1706.96
2154,0,-0.144152,-0.381959,-0.333188,0.84989,-39.5163,-5355.03,1630.11,-0.221938,-0.531332,-0.24153,0.781084,-193.638,-5647.94,1679.8,-0.392393,-0.178417,-0.379369,0.818703,717.107,-5579.38,1647.08,,,,,,,,-0.0883067,-0.537256,-0.501713,0.672192,391.39,-5942.63,1683.78,-0.0241777,-0.317579,-0.2776,0.906365,-99.6506,-5465.4,1655.73,-0.133906,-0.402322,-0.442143,0.79039,-317.551,-5907.32,1711.76,0.657862,-0.693589,0.136597,0.259795,27.8846,-6030.68,1680.21,-0.192763,-0.168376,-0.735813,0.626954,-400.001,-6178.96,1731.72,-0.165342,-0.314371,-0.486799,0.798035,564.509,-5804.01,1707.02
2155,0,-0.143275,-0.383586,-0.337196,0.847723,-39.7652,-5355.14,1629.75,-0.224964,-0.530867,-0.244472,0.779618,-193.685,-5648.23,1679.7,-0.392175,-0.175961,-0.379879,0.819102,717.437,-5579.58,1647.14,,,,,,,,-0.0899187,-0.53526,-0.507035,0.669572,391.266,-5942.81,1683.43,-0.0234502,-0.316355,-0.281214,0.905698,-99.4866,-5465.53,1655.5,-0.134212,-0.399544,-0.444602,0.790368,-317.252,-5907.33,1711.73,0.657168,-0.694005,0.137371,0.260031,27.8195,-6030.66,1680.16,-0.19357,-0.168778,-0.735154,0.62737,-399.999,-6178.86,1731.73,-0.169334,-0.306876,-0.48529,0.801029,564.365,-5803.81,1707.18
2156,0,-0.143283,-0.385473,-0.337258,0.846839,-39.8525,-5355.19,1629.56,-0.228185,-0.522792,-0.24425,0.784195,-193.426,-5648.68,1679.79,-0.39213,-0.175457,-0.380837,0.818787,717.736,-5579.54,1647.15,,,,,,,,-0.0904645,-0.53446,-0.510971,0.667142,390.837,-5942.73,1682.84,-0.0224014,-0.316091,-0.277743,0.906887,-99.5386,-5465.57,1655.35,-0.127363,-0.419233,-0.44731,0.779703,-317.067,-5907.71,1711.51,0.656881,-0.693868,0.135423,0.262136,27.8732,-6030.63,1680.28,-0.190918,-0.170598,-0.734118,0.628902,-400.066,-6178.77,1731.58,-0.164205,-0.30958,-0.484763,0.801375,564.631,-5804.35,1707.29
2157,0,-0.142819,-0.389524,-0.338586,0.844532,-39.745,-5355.12,1629.41,-0.230982,-0.516902,-0.244998,0.787042,-193.182,-5649.02,1679.88,-0.3923,-0.178248,-0.379469,0.818738,717.967,-5579.49,1647.09,-0.294937,0.162153,-0.873215,0.35244,1594.08,-1848.71,252.689,-0.0965594,-0.521525,-0.513029,0.674899,390.948,-5943.25,1682.48,-0.0229901,-0.315298,-0.277953,0.907084,-99.4316,-5465.67,1655.15,-0.138028,-0.412451,-0.45134,0.779182,-316.559,-5907.81,1711.55,0.656224,-0.6943,0.135844,0.262419,27.8614,-6030.58,1680.32,-0.192945,-0.171127,-0.733488,0.628875,-400.033,-6178.64,1731.58,-0.16673,-0.3027,-0.510155,0.787601,564.033,-5803.1,1706.98
2158,0,-0.144712,-0.394875,-0.338302,0.841834,-39.7582,-5355.1,1629.49,-0.232587,-0.515806,-0.248329,0.786244,-193.095,-5649.27,1679.83,-0.392627,-0.178109,-0.376526,0.81997,718.187,-5579.35,1647.11,-0.300087,0.177664,-0.87222,0.342952,1600.18,-1833.85,242.802,-0.106141,-0.508554,-0.518195,0.679397,390.739,-5943.45,1682.11,-0.021853,-0.315285,-0.278835,0.906846,-99.2979,-5465.8,1655.04,-0.139521,-0.414158,-0.450094,0.778732,-316.584,-5907.78,1711.51,0.654758,-0.695386,0.131244,0.26553,27.85,-6030.42,1680.5,-0.192637,-0.1715,-0.733254,0.629141,-400.059,-6178.57,1731.61,-0.167419,-0.304152,-0.50856,0.787927,564.003,-5803.01,1706.99
2159,0,-0.146365,-0.392102,-0.335909,0.8438,-39.6282,-5355.08,1629.71,-0.233164,-0.515216,-0.251721,0.785381,-192.983,-5649.38,1679.81,-0.391636,-0.181682,-0.379075,0.818483,718.286,-5579.11,1647.09,-0.254038,0.21515,-0.884938,0.325668,1606.68,-1818.43,230.414,-0.118241,-0.495665,-0.521931,0.684049,390.873,-5943.21,1682.18,-0.024365,-0.312999,-0.280221,0.907146,-99.139,-5466,1654.83,-0.140694,-0.412887,-0.451881,0.77816,-316.463,-5907.86,1711.49,0.653606,-0.696813,0.129756,0.265358,27.9354,-6030.48,1680.56,-0.192592,-0.171555,-0.73409,0.628163,-400.05,-6178.52,1731.61,-0.157133,-0.316779,-0.501782,0.789414,564.584,-5803.29,1707.62
2160,0,-0.146592,-0.392624,-0.333519,0.844466,-39.5076,-5355.16,1629.83,-0.223048,-0.534612,-0.252991,0.774878,-193.395,-5649.06,1679.72,-0.390596,-0.18198,-0.379148,0.81888,718.416,-5579.05,1647.17,-0.26608,0.243249,-0.874455,0.324592,1613.39,-1804.77,217.217,-0.126603,-0.486536,-0.523925,0.687573,390.936,-5943.23,1682.05,-0.0291581,-0.303705,-0.283531,0.909133,-98.6984,-5465.89,1654.95,-0.140761,-0.412749,-0.452463,0.777883,-316.443,-5907.9,1711.43,0.652526,-0.698381,0.129241,0.26414,27.9708,-6030.53,1680.72,-0.192672,-0.172417,-0.733802,0.628239,-400.097,-6178.45,1731.66,-0.170606,-0.31781,-0.493677,0.791311,564.677,-5802.69,1707.55
2161,0,-0.147347,-0.392098,-0.333259,0.844681,-39.3546,-5355.12,1629.97,-0.233055,-0.512762,-0.252438,0.786788,-192.905,-5649.49,1679.78,-0.390636,-0.178859,-0.377844,0.820151,718.341,-5579,1647.06,,,,,,,,-0.124803,-0.477249,-0.532687,0.687679,391.183,-5943.19,1681.68,-0.0308632,-0.30406,-0.285904,0.908215,-98.643,-5465.9,1654.75,-0.137666,-0.399661,-0.454313,0.784167,-316.99,-5907.41,1711.57,0.651386,-0.700658,0.120726,0.264952,27.7836,-6030.41,1680.88,-0.194281,-0.173794,-0.733458,0.627765,-400.159,-6178.4,1731.7,-0.169155,-0.318648,-0.491133,0.792867,564.595,-5802.75,1707.59
2162,0,-0.14752,-0.393535,-0.332257,0.844377,-39.4882,-5355.08,1629.92,-0.23385,-0.510798,-0.254008,0.787325,-192.822,-5649.51,1679.77,-0.39079,-0.17829,-0.376975,0.8206,718.393,-5578.92,1647.07,,,,,,,,-0.124371,-0.469016,-0.536051,0.690801,391.11,-5943.46,1681.05,-0.0318463,-0.305053,-0.289971,0.906557,-98.5427,-5466.09,1654.63,-0.134004,-0.398047,-0.450398,0.787873,-316.905,-5907.55,1711.52,0.652394,-0.699356,0.121508,0.265554,27.7327,-6030.38,1680.97,-0.19486,-0.173763,-0.733721,0.627288,-400.084,-6178.34,1731.72,-0.172472,-0.314644,-0.48626,0.796746,564.899,-5802.66,1707.91
2163,0,-0.147192,-0.393661,-0.332918,0.844116,-39.3689,-5355.1,1630.05,-0.234421,-0.509139,-0.255569,0.787724,-192.827,-5649.46,1679.71,-0.391408,-0.178367,-0.375433,0.820996,718.401,-5578.82,1647.02,,,,,,,,-0.127588,-0.460359,-0.541297,0.691945,390.98,-5943.69,1680.66,-0.0320789,-0.304597,-0.289721,0.906782,-98.4935,-5466.19,1654.55,-0.134106,-0.397835,-0.451297,0.787448,-316.894,-5907.56,1711.51,0.651594,-0.699728,0.122318,0.266165,28.068,-6030.45,1680.73,-0.194737,-0.173782,-0.733617,0.627442,-400.089,-6178.35,1731.7,-0.172912,-0.316902,-0.483551,0.797404,564.675,-5802.71,1707.87
2164,0,-0.147773,-0.393451,-0.332386,0.844321,-39.4543,-5355.1,1630.09,-0.223134,-0.532325,-0.257719,0.774869,-193.576,-5649,1679.32,-0.391626,-0.179764,-0.375066,0.820755,718.332,-5578.75,1646.98,,,,,,,,-0.122855,-0.457111,-0.551891,0.686565,390.801,-5944,1680.21,-0.0313406,-0.303699,-0.288972,0.907348,-98.4446,-5466.35,1654.53,-0.134091,-0.397795,-0.451685,0.787248,-316.845,-5907.6,1711.52,0.652756,-0.698593,0.129974,0.262648,28.2671,-6030.97,1680.56,-0.1949,-0.1734,-0.733114,0.628084,-400.088,-6178.39,1731.72,-0.175559,-0.320447,-0.478323,0.798561,564.441,-5802.6,1707.73
2165,0,-0.146778,-0.396892,-0.333179,0.84257,-39.5869,-5355.04,1630.01,-0.215799,-0.546994,-0.25739,0.766798,-193.24,-5649.07,1679.48,-0.390975,-0.179409,-0.376585,0.820448,718.366,-5578.76,1647.05,,,,,,,,-0.124337,-0.451675,-0.557045,0.685734,390.671,-5944.38,1680.19,-0.0316902,-0.304244,-0.288217,0.907393,-98.3868,-5466.42,1654.47,-0.13434,-0.398064,-0.452348,0.786689,-316.784,-5907.64,1711.5,0.651973,-0.700196,0.132633,0.258972,28.2471,-6031.17,1680.37,-0.194737,-0.17277,-0.733122,0.628299,-400.003,-6178.44,1731.69,-0.177162,-0.322285,-0.475597,0.799095,564.471,-5802.54,1707.74
2166,0,-0.151337,-0.387766,-0.334017,0.845676,-39.2425,-5355.36,1630.15,-0.232393,-0.510752,-0.255473,0.787311,-192.427,-5649.5,1679.43,-0.390684,-0.179436,-0.377621,0.820104,718.381,-5578.75,1647.09,-0.277078,0.218387,-0.925042,0.140827,1650.3,-1727.69,149.479,-0.128636,-0.442478,-0.562099,0.686812,390.904,-5944.82,1680.18,-0.0309129,-0.304326,-0.288482,0.907308,-98.3012,-5466.5,1654.46,-0.134504,-0.398302,-0.451905,0.786795,-316.804,-5907.63,1711.43,0.650865,-0.701774,0.134998,0.256248,28.2783,-6031.31,1680.13,-0.1928,-0.171268,-0.733596,0.628754,-399.948,-6178.53,1731.66,-0.179851,-0.323233,-0.471518,0.800528,564.373,-5802.47,1707.63
2167,0,-0.148459,-0.390366,-0.334727,0.844708,-39.4508,-5355.15,1630.43,-0.233355,-0.511242,-0.257138,0.786166,-192.568,-5649.43,1679.53,-0.391124,-0.179353,-0.376644,0.820362,718.373,-5578.73,1647.1,-0.285699,0.208554,-0.929216,0.106954,1657.48,-1715.21,135.561,-0.130686,-0.434479,-0.571332,0.683907,390.534,-5945.27,1679.99,-0.0302522,-0.303717,-0.289223,0.907298,-98.2314,-5466.6,1654.5,-0.134712,-0.397854,-0.451768,0.787065,-316.746,-5907.66,1711.43,0.648588,-0.702424,0.136675,0.259334,28.5376,-6031.25,1679.87,-0.194298,-0.171204,-0.733423,0.628513,-399.85,-6178.55,1731.53,-0.181563,-0.324721,-0.468485,0.80132,564.243,-5802.37,1707.52
2168,0,-0.148146,-0.390873,-0.33498,0.844429,-39.5354,-5355.17,1630.54,-0.233667,-0.509653,-0.258379,0.786698,-192.507,-5649.48,1679.59,-0.391076,-0.179576,-0.377914,0.819752,718.286,-5578.69,1647.08,-0.312851,0.207194,-0.924268,0.0701615,1664.99,-1702.18,120.193,-0.126646,-0.431481,-0.57957,0.67962,390.591,-5945.38,1679.89,-0.0312773,-0.303551,-0.289093,0.907361,-98.167,-5466.61,1654.47,-0.135522,-0.398008,-0.451888,0.786779,-316.73,-5907.65,1711.43,0.650505,-0.70028,0.131494,0.262983,28.2464,-6031.32,1679.58,-0.194244,-0.170415,-0.733401,0.62877,-399.778,-6178.6,1731.44,-0.184378,-0.326621,-0.462547,0.803352,564.199,-5802.36,1707.5
2169,0,-0.147021,-0.389936,-0.33522,0.844963,-39.6089,-5355.19,1630.67,-0.234301,-0.506988,-0.259413,0.78789,-192.505,-5649.53,1679.59,-0.391671,-0.179962,-0.376879,0.819859,718.388,-5578.68,1647.16,-0.281534,0.233127,-0.929461,0.0499274,1671.44,-1689.13,106.906,-0.127842,-0.425968,-0.584095,0.679,390.622,-5945.53,1679.81,-0.030251,-0.303807,-0.289135,0.907297,-98.164,-5466.66,1654.45,-0.135633,-0.397366,-0.451772,0.78715,-316.717,-5907.65,1711.44,0.650887,-0.699533,0.126559,0.266425,28.5105,-6031.4,1679.54,-0.194363,-0.169775,-0.733666,0.628597,-399.721,-6178.66,1731.39,-0.184109,-0.325085,-0.46338,0.803556,564.243,-5802.41,1707.57
2170,0,-0.152048,-0.376944,-0.335948,0.849667,-39.2331,-5355.51,1630.93,-0.233684,-0.509626,-0.261127,0.785803,-192.416,-5649.63,1679.57,-0.392076,-0.181797,-0.37737,0.819035,718.268,-5578.6,1647.08,-0.278694,0.210216,-0.936789,-0.0237724,1677.05,-1673.67,93.9729,-0.127681,-0.422341,-0.589048,0.677014,390.716,-5945.64,1679.73,-0.0289649,-0.302919,-0.291075,0.907015,-98.1559,-5466.75,1654.54,-0.135228,-0.397856,-0.452354,0.786638,-316.746,-5907.65,1711.47,0.652524,-0.701187,0.125676,0.258368,28.4431,-6031.67,1679.61,-0.194375,-0.169662,-0.733674,0.628614,-399.708,-6178.7,1731.36,-0.185134,-0.323126,-0.463966,0.803773,564.341,-5802.37,1707.64
2171,0,-0.151177,-0.374404,-0.337449,0.85035,-39.0771,-5355.47,1631.16,-0.2345,-0.507558,-0.261912,0.786636,-192.388,-5649.73,1679.6,-0.392614,-0.181636,-0.376653,0.819143,718.203,-5578.58,1647.08,,,,,,,,-0.128482,-0.419305,-0.591743,0.676399,390.821,-5945.71,1679.76,-0.0301443,-0.303273,-0.291008,0.90688,-98.1919,-5466.7,1654.63,-0.136557,-0.39876,-0.452274,0.785997,-316.758,-5907.63,1711.48,0.652462,-0.702096,0.130116,0.253818,28.7209,-6031.91,1679.63,-0.199582,-0.166618,-0.733146,0.628413,-399.226,-6178.57,1731.37,-0.185515,-0.32284,-0.463628,0.803995,564.414,-5802.36,1707.74
2172,0,-0.144239,-0.386621,-0.337493,0.84606,-39.4101,-5355.27,1631.32,-0.234392,-0.505699,-0.262096,0.787803,-192.701,-5649.8,1679.51,-0.393486,-0.180815,-0.374994,0.819667,718.253,-5578.6,1647.13,-0.770477,0.309942,0.228474,0.508036,1663.74,-1623.79,62.9223,-0.12931,-0.418985,-0.595393,0.673229,390.707,-5945.45,1679.66,-0.0292152,-0.304487,-0.289868,0.906868,-98.3009,-5466.72,1654.7,-0.136546,-0.397949,-0.452675,0.786179,-316.797,-5907.6,1711.5,0.652623,-0.700168,0.128648,0.259418,28.721,-6031.62,1679.63,-0.199529,-0.16677,-0.733488,0.627989,-399.268,-6178.55,1731.36,-0.185217,-0.325462,-0.465009,0.802207,564.147,-5802.33,1707.48
2173,0,-0.148179,-0.376847,-0.33834,0.849444,-39.3025,-5355.49,1631.42,-0.23448,-0.506116,-0.263874,0.786916,-192.588,-5649.89,1679.6,-0.392812,-0.181028,-0.37626,0.819363,718.159,-5578.6,1647.11,-0.775611,0.337562,0.262584,0.464252,1664.42,-1621.63,67.125,-0.129068,-0.414127,-0.599018,0.673066,391.198,-5945.68,1679.94,-0.0289672,-0.305656,-0.291012,0.906117,-98.3565,-5466.68,1654.82,-0.136082,-0.39817,-0.453313,0.785779,-316.796,-5907.59,1711.54,0.653715,-0.699422,0.126656,0.259659,28.9292,-6031.65,1679.73,-0.199364,-0.166569,-0.733791,0.627742,-399.253,-6178.58,1731.35,-0.184911,-0.324785,-0.464583,0.802799,564.226,-5802.41,1707.64
2174,0,-0.139761,-0.393594,-0.343403,0.841205,-40.0082,-5354.62,1631.29,-0.2349,-0.506302,-0.26532,0.786184,-192.515,-5649.99,1679.64,-0.392839,-0.18188,-0.376487,0.819057,718.172,-5578.58,1647.13,-0.763862,0.353289,0.296224,0.451612,1666.1,-1617.81,74.4568,-0.128336,-0.412037,-0.600974,0.672745,391.409,-5945.73,1680.15,-0.029978,-0.30509,-0.289849,0.906647,-98.3954,-5466.63,1654.94,-0.136633,-0.39866,-0.453821,0.785142,-316.814,-5907.56,1711.54,0.654514,-0.699135,0.128363,0.257576,28.9954,-6031.69,1679.82,-0.19254,-0.167948,-0.733998,0.629261,-399.682,-6178.88,1731.34,-0.185268,-0.323654,-0.464143,0.803427,564.249,-5802.46,1707.63
2175,0,-0.138777,-0.394013,-0.345826,0.840178,-40.0563,-5354.63,1631.45,-0.23542,-0.504252,-0.26454,0.787608,-192.426,-5650.04,1679.67,-0.392286,-0.179323,-0.376828,0.819729,718.22,-5578.61,1647.16,-0.759589,0.386075,0.315031,0.418003,1668.13,-1615.29,78.2913,-0.128438,-0.410598,-0.602313,0.672408,391.613,-5945.72,1680.27,-0.0305974,-0.306151,-0.289758,0.906298,-98.4187,-5466.49,1655.05,-0.135373,-0.398294,-0.454569,0.785114,-316.835,-5907.55,1711.54,0.657088,-0.699317,0.12933,0.249931,28.8551,-6031.91,1679.87,-0.191792,-0.167432,-0.734359,0.629205,-399.666,-6178.95,1731.35,-0.183547,-0.325542,-0.463929,0.803183,564.157,-5802.53,1707.56
2176,0,-0.141023,-0.385398,-0.34796,0.842914,-40.0641,-5354.7,1631.42,-0.236445,-0.506268,-0.263139,0.786476,-192.46,-5650.1,1679.67,-0.391939,-0.181095,-0.377462,0.819213,718.147,-5578.57,1647.13,-0.739716,0.395717,0.334154,0.429615,1670.02,-1610.76,83.0681,-0.130766,-0.408829,-0.603579,0.671901,391.772,-5945.5,1680.53,-0.0301759,-0.307091,-0.289785,0.905985,-98.4504,-5466.38,1655.16,-0.139939,-0.401952,-0.452652,0.783555,-316.665,-5907.75,1711.48,0.657158,-0.697781,0.121955,0.257628,28.7728,-6031.84,1679.72,-0.190603,-0.167651,-0.734945,0.628824,-399.716,-6179.01,1731.32,-0.183497,-0.325019,-0.463775,0.803495,564.144,-5802.56,1707.43
2177,0,-0.132348,-0.395711,-0.351216,0.838179,-40.1981,-5354.58,1631.46,-0.237586,-0.506886,-0.261478,0.786288,-192.404,-5650.21,1679.67,-0.392054,-0.181386,-0.376554,0.819512,718.113,-5578.53,1647.12,,,,,,,,-0.128705,-0.407959,-0.601797,0.674422,391.977,-5945.72,1680.54,-0.0251789,-0.312378,-0.286495,0.905376,-98.6674,-5466.38,1655.06,-0.14204,-0.402638,-0.449075,0.784881,-316.687,-5907.74,1711.49,0.657404,-0.696606,0.118855,0.261598,29.1111,-6031.82,1679.72,-0.190375,-0.167956,-0.733701,0.630263,-399.735,-6179.09,1731.25,-0.182957,-0.324734,-0.462939,0.804215,564.169,-5802.61,1707.46
