Objects
100
,,Global Angle (Quaternion) nb01b:nb01b,,,,,,,Global Angle (Quaternion) nb02b:nb02b,,,,,,,Global Angle (Quaternion) nb04:ID,,,,,,,Global Angle (Quaternion) nb05:ID,,,,,,,Global Angle (Quaternion) nb08:ID,,,,,,,Global Angle (Quaternion) nb10b:nb10b,,,,,,,Global Angle (Quaternion) nb15b:nb15b,,,,,,,Global Angle (Quaternion) nb17b:nb17b,,,,,,,Global Angle (Quaternion) nb19:ID,,,,,,,Global Angle (Quaternion) nb20:ID,,,,,,,
Frame,Sub Frame,RX,RY,RZ,RW,TX,TY,TZ,RX,RY,RZ,RW,TX,TY,TZ,RX,RY,RZ,RW,TX,TY,TZ,RX,RY,RZ,RW,TX,TY,TZ,RX,RY,RZ,RW,TX,TY,TZ,RX,RY,RZ,RW,TX,TY,TZ,RX,RY,RZ,RW,TX,TY,TZ,RX,RY,RZ,RW,TX,TY,TZ,RX,RY,RZ,RW,TX,TY,TZ,RX,RY,RZ,RW,TX,TY,TZ
,,,,,,mm,mm,mm,,,,,mm,mm,mm,,,,,mm,mm,mm,,,,,mm,mm,mm,,,,,mm,mm,mm,,,,,mm,mm,mm,,,,,mm,mm,mm,,,,,mm,mm,mm,,,,,mm,mm,mm,,,,,mm,mm,mm
1429,0,-0.119081,-0.404847,-0.318227,0.848911,-38.8652,-5354.49,1631.14,-0.387367,-0.569887,-0.077857,0.720495,-189.846,-5647.15,1672.67,-0.362097,-0.2039,-0.297763,0.859446,717.168,-5583.79,1651.68,0.0137629,-0.316669,-0.375959,0.870739,786.553,-5467.39,1606.1,-0.256854,-0.299223,-0.763152,0.511948,387.077,-5940.01,1675.31,0.0243883,-0.343285,-0.466618,0.814756,-121.533,-5482.74,1646.34,-0.139755,-0.373658,-0.482014,0.780071,-319.241,-5910.51,1708.86,0.750653,-0.596693,0.160503,0.233916,17.4549,-6041.43,1678.68,0.0641059,-0.226023,-0.739535,0.630787,-421.008,-6187.72,1707.02,-0.198394,-0.331052,-0.436004,0.812985,563.745,-5802.14,1708
1430,0,-0.118497,-0.408326,-0.319726,0.846761,-39.09,-5354.43,1631.17,-0.385151,-0.57131,-0.0740261,0.72096,-190.103,-5646.99,1671.67,-0.361896,-0.203695,-0.298892,0.859187,717.1,-5583.76,1651.54,0.0106983,-0.315099,-0.373996,0.872195,786.889,-5467.4,1605.82,-0.25756,-0.283542,-0.767216,0.514437,387.586,-5940.29,1675.48,0.0157553,-0.340571,-0.465995,0.816463,-120.778,-5482.37,1646.71,-0.13903,-0.369921,-0.47977,0.783358,-319.142,-5910.61,1709.01,0.745925,-0.603309,0.166751,0.227613,16.3219,-6041.66,1678.07,0.0663055,-0.227575,-0.740617,0.628728,-421.791,-6188.1,1706.45,-0.197978,-0.329896,-0.437813,0.812584,563.835,-5802.15,1708.04
1431,0,-0.120362,-0.408242,-0.318094,0.847153,-39.0815,-5354.42,1631.39,-0.382542,-0.578033,-0.0741012,0.716972,-190.018,-5646.82,1671.19,-0.361425,-0.20441,-0.300327,0.858716,717.042,-5583.74,1651.45,0.0106285,-0.312702,-0.375763,0.872299,787.211,-5467.19,1605.62,-0.2553,-0.274588,-0.771238,0.514407,387.616,-5940.35,1675.5,0.0118979,-0.338954,-0.459943,0.820622,-120.031,-5482.07,1647.06,-0.138819,-0.37355,-0.479301,0.781959,-319.306,-5910.48,1708.94,0.7421,-0.609414,0.158399,0.229809,15.8196,-6041.53,1677.71,0.0646516,-0.233578,-0.744218,0.622415,-422.514,-6187.73,1706.15,-0.196961,-0.329188,-0.437863,0.813091,563.864,-5802.24,1708.06
1432,0,-0.120388,-0.409208,-0.317528,0.846895,-39.1575,-5354.39,1631.5,-0.381062,-0.576567,-0.0682333,0.719519,-189.633,-5646.26,1671.14,-0.361106,-0.203,-0.300446,0.859143,717.35,-5583.85,1651.66,0.00672169,-0.311174,-0.373439,0.873881,787.617,-5467.32,1605.53,-0.257356,-0.270594,-0.772369,0.513802,387.766,-5940.23,1675.54,0.0113353,-0.341159,-0.451894,0.824181,-119.33,-5481.96,1647.47,-0.140061,-0.375445,-0.480917,0.779835,-319.289,-5910.47,1708.99,0.738216,-0.617405,0.176382,0.206732,14.5164,-6042.07,1676.42,0.0624887,-0.243243,-0.746678,0.615954,-423.64,-6187.08,1706.1,-0.196974,-0.329262,-0.437869,0.813055,563.883,-5802.27,1708.06
1433,0,-0.120312,-0.410647,-0.315702,0.846892,-39.2181,-5354.34,1631.53,-0.381465,-0.573519,-0.065676,0.721974,-189.214,-5646.02,1671.29,-0.360614,-0.204871,-0.30174,0.858451,716.935,-5583.74,1651.38,0.00759752,-0.307684,-0.372795,0.875384,787.612,-5467.13,1605.44,-0.256169,-0.26484,-0.772974,0.516476,387.904,-5940.41,1675.18,0.00989064,-0.339012,-0.442308,0.830263,-118.263,-5481.33,1647.84,-0.139984,-0.375411,-0.482348,0.778981,-319.31,-5910.47,1709.02,0.735,-0.622455,0.186717,0.19355,12.6331,-6041.96,1675.18,0.0574212,-0.250368,-0.74993,0.609609,-424.614,-6186.29,1705.95,-0.197528,-0.328699,-0.43795,0.813105,563.93,-5802.29,1708.05
1434,0,-0.120919,-0.41097,-0.315087,0.846878,-39.2075,-5354.33,1631.51,-0.385973,-0.569475,0.00610947,0.725732,-189.191,-5645.85,1671.29,-0.359775,-0.205999,-0.302987,0.858094,717.105,-5583.82,1651.56,0.00707125,-0.30162,-0.374273,0.876867,787.835,-5467.34,1605.59,-0.260103,-0.275727,-0.766303,0.518749,388.749,-5939.83,1675.49,0.0174866,-0.338986,-0.435812,0.833577,-117.511,-5481.29,1648.5,-0.140093,-0.371365,-0.479674,0.782544,-319.187,-5910.53,1709.17,0.733329,-0.628656,0.18572,0.180357,12.2372,-6042.65,1674.27,0.0640462,-0.258312,-0.752734,0.602133,-426.102,-6186.15,1705.7,-0.196888,-0.327173,-0.439182,0.813211,564.003,-5802.35,1708.12
1435,0,-0.119846,-0.412599,-0.316973,0.845534,-39.2843,-5354.35,1631.38,-0.38749,-0.568931,0.00378249,0.725365,-189.532,-5645.97,1671.04,-0.359387,-0.207139,-0.30433,0.857507,716.946,-5583.73,1651.5,0.00576557,-0.295745,-0.376759,0.877812,788.07,-5467.49,1605.82,-0.268104,-0.287272,-0.759355,0.518627,390.12,-5939.08,1676.66,0.0112068,-0.330217,-0.434055,0.838109,-116.734,-5480.8,1648.9,-0.1407,-0.371896,-0.47681,0.783932,-319.15,-5910.52,1709.17,0.73328,-0.629055,0.174959,0.189683,11.3408,-6042.97,1673.42,0.0614441,-0.262649,-0.757081,0.595037,-426.986,-6185.51,1705.72,-0.197063,-0.32933,-0.437176,0.813379,564.012,-5802.37,1708.09
1436,0,-0.120985,-0.410377,-0.315647,0.846948,-39.1164,-5354.46,1631.48,-0.387643,-0.571461,-0.000977268,0.723301,-189.513,-5646.09,1671.24,-0.359238,-0.205662,-0.304673,0.857803,717.286,-5583.81,1651.75,0.00402948,-0.290024,-0.378601,0.878937,788.324,-5467.59,1606.01,-0.304393,-0.274631,-0.747303,0.522934,392.51,-5938.94,1678.47,0.00500395,-0.326371,-0.438566,0.837327,-115.859,-5480.31,1649.32,-0.141564,-0.371841,-0.476338,0.78409,-319.11,-5910.49,1709.2,0.731021,-0.631293,0.189626,0.176404,10.3062,-6043.32,1673.44,0.0649076,-0.265964,-0.758906,0.590857,-427.524,-6185.23,1705.67,-0.189103,-0.343164,-0.439256,0.808414,563.007,-5802.13,1707.21
1437,0,-0.121245,-0.411121,-0.315187,0.846721,-39.1218,-5354.47,1631.52,-0.383117,-0.575553,-0.00214007,0.722465,-190.201,-5646.14,1670.89,-0.359263,-0.203797,-0.304556,0.858279,717.438,-5583.86,1651.86,-0.00311837,-0.257635,-0.399212,0.879912,788.318,-5467.68,1605.89,-0.328144,-0.296839,-0.721876,0.532075,393.422,-5938.97,1677.82,-0.0092993,-0.332643,-0.423726,0.842448,-115.166,-5479.43,1649.81,-0.14095,-0.373275,-0.476352,0.78351,-319.153,-5910.46,1709.22,0.729799,-0.632152,0.19827,0.168718,9.9206,-6043.42,1673.3,0.0652255,-0.264045,-0.761662,0.58813,-427.718,-6185.43,1706.29,-0.191156,-0.340576,-0.440322,0.808445,563.194,-5802.13,1707.34
1438,0,-0.117202,-0.418523,-0.314344,0.843973,-39.596,-5354.27,1631.49,-0.379948,-0.570661,-0.00711507,0.727966,-190.774,-5646.57,1670.73,-0.359069,-0.204873,-0.305495,0.85777,717.26,-5583.81,1651.74,-0.00225547,-0.271308,-0.392218,0.878949,788.237,-5467.4,1606.4,-0.310078,-0.307867,-0.723023,0.535077,395.085,-5939.83,1677.37,-0.0135914,-0.332,-0.417649,0.845672,-114.507,-5478.68,1650.06,-0.141409,-0.373773,-0.475121,0.783937,-319.111,-5910.43,1709.25,0.727769,-0.633578,0.208598,0.159428,8.76358,-6043.74,1673.44,0.0586504,-0.262431,-0.766226,0.583599,-427.425,-6185.39,1707.02,-0.191278,-0.339737,-0.441658,0.808041,563.263,-5802.21,1707.33
1439,0,-0.118974,-0.419503,-0.312832,0.8438,-39.5336,-5354.39,1631.64,-0.376171,-0.560541,-0.00790171,0.737717,-190.552,-5646.98,1670.51,-0.358899,-0.203215,-0.306644,0.857826,717.477,-5583.91,1651.85,-0.00341855,-0.274335,-0.390272,0.878872,788.285,-5467.2,1606.64,-0.287965,-0.321074,-0.725933,0.535732,395.479,-5940.68,1676.37,-0.0247538,-0.328988,-0.418013,0.846416,-113.597,-5477.88,1650.43,-0.142342,-0.373161,-0.475655,0.783736,-319.059,-5910.37,1709.28,0.725883,-0.635724,0.20874,0.159299,8.19261,-6043.56,1673.52,0.0573114,-0.256712,-0.77053,0.580601,-427.213,-6185.66,1707.4,-0.195146,-0.334202,-0.44288,0.808755,563.845,-5802.29,1707.71
1440,0,-0.119989,-0.41939,-0.31084,0.844448,-39.582,-5354.47,1631.73,-0.37417,-0.547128,-0.0116572,0.748674,-191.536,-5647.22,1669.62,-0.358572,-0.205461,-0.307976,0.85695,717.301,-5583.92,1651.73,-0.00222485,-0.27616,-0.386443,0.879996,788.365,-5466.94,1606.86,-0.286097,-0.316908,-0.720605,0.546303,395.333,-5941.11,1676.33,-0.0228896,-0.336955,-0.412073,0.846246,-113.447,-5477.55,1650.85,-0.142541,-0.376173,-0.476374,0.781821,-319.196,-5910.22,1709.16,0.65945,-0.708852,0.228773,0.101574,7.43422,-6043.61,1673.68,0.0587519,-0.262378,-0.773132,0.574433,-427.54,-6185.61,1707.59,-0.196612,-0.331226,-0.442806,0.809664,563.971,-5802.3,1707.83
1441,0,-0.119187,-0.420378,-0.308222,0.84503,-39.5743,-5354.56,1631.83,-0.376847,-0.546398,-0.0148179,0.747807,-191.817,-5647.34,1669.25,-0.358247,-0.201214,-0.306733,0.858537,717.706,-5584.15,1651.96,-0.00577213,-0.278601,-0.379739,0.882126,788.737,-5466.09,1607.14,-0.289585,-0.309465,-0.717363,0.552957,394.586,-5941.35,1676.93,-0.0173263,-0.334822,-0.408208,0.849094,-112.961,-5477.15,1651.2,-0.143775,-0.376094,-0.479249,0.779874,-319.148,-5910.18,1709.18,0.657627,-0.709986,0.226052,0.111121,7.66343,-6043.58,1673.47,0.0602101,-0.260219,-0.771799,0.577051,-427.754,-6185.89,1707.77,-0.19085,-0.335789,-0.435949,0.812878,563.759,-5802.31,1707.81
1442,0,-0.119151,-0.421148,-0.307431,0.84494,-39.6068,-5354.62,1631.9,-0.385043,-0.533218,-0.0304673,0.752657,-191.101,-5647.76,1670,-0.35817,-0.203475,-0.30764,0.857712,717.506,-5584.14,1651.76,-0.00170684,-0.284346,-0.377477,0.881281,788.675,-5465.74,1607.19,-0.292432,-0.301679,-0.716216,0.557233,393.892,-5941.7,1677.72,-0.0228722,-0.334909,-0.40451,0.850696,-112.515,-5476.5,1651.45,-0.142654,-0.376201,-0.481796,0.778457,-319.103,-5910.18,1709.17,0.65509,-0.710534,0.234607,0.104676,7.36805,-6043.5,1672.66,0.0495948,-0.261199,-0.771062,0.578601,-427.556,-6185.46,1707.94,-0.18966,-0.337987,-0.436161,0.812131,563.583,-5802.48,1707.73
1443,0,-0.117548,-0.420868,-0.308687,0.844846,-39.5269,-5354.64,1631.83,-0.386411,-0.522544,-0.0669729,0.757066,-190.639,-5647.87,1670.15,-0.356941,-0.20535,-0.310793,0.85664,717.144,-5584.09,1651.44,-0.00128804,-0.285988,-0.373385,0.882492,787.982,-5465.82,1607.17,-0.295599,-0.297851,-0.71754,0.555916,393.557,-5942.05,1677.96,-0.0263015,-0.331984,-0.40492,0.851549,-112.191,-5476.18,1651.71,-0.142938,-0.375913,-0.48161,0.778659,-319.012,-5910.16,1709.11,0.650555,-0.713789,0.236181,0.107242,7.57997,-6042.94,1672.17,0.0401539,-0.264114,-0.781175,0.564267,-427.799,-6184.56,1708.42,-0.188615,-0.339781,-0.436333,0.811534,563.49,-5802.52,1707.63
1444,0,-0.116227,-0.418238,-0.311626,0.845256,-39.3263,-5354.63,1631.69,-0.384953,-0.531975,-0.0678581,0.751138,-189.716,-5647.63,1670.92,-0.356954,-0.203751,-0.309486,0.857489,717.427,-5584.22,1651.55,-0.0173492,-0.271966,-0.374733,0.886176,787.971,-5465.7,1607.94,-0.291092,-0.30268,-0.71631,0.557271,393.124,-5942.52,1677.66,-0.0290456,-0.328501,-0.405075,0.852736,-111.85,-5475.81,1651.83,-0.141612,-0.375516,-0.481982,0.778863,-318.94,-5910.12,1709.06,0.644036,-0.716625,0.242902,0.11254,8.05936,-6042.82,1671.82,0.0296696,-0.262077,-0.780948,0.566176,-427.993,-6184.26,1708.85,-0.196567,-0.327227,-0.439334,0.813185,564.021,-5802.52,1708.15
1445,0,-0.113002,-0.417433,-0.311911,0.845986,-39.2287,-5354.64,1631.47,-0.378742,-0.557996,-0.0734807,0.734708,-188.852,-5648.31,1670.84,-0.354095,-0.215569,-0.313577,0.854293,715.449,-5583.92,1650.06,-0.0243977,-0.267166,-0.366952,0.890715,787.34,-5465.75,1608.56,-0.289371,-0.302969,-0.71676,0.557431,393.069,-5942.68,1677.46,-0.0287696,-0.326259,-0.402462,0.85484,-111.587,-5475.47,1651.8,-0.14226,-0.375283,-0.479924,0.780127,-318.896,-5910.08,1709.02,0.639324,-0.719156,0.248135,0.111837,8.06633,-6042.5,1670.86,0.0257665,-0.266536,-0.776458,0.570444,-428.302,-6184.3,1708.94,-0.188112,-0.337466,-0.437488,0.811995,563.685,-5802.42,1707.88
1446,0,-0.111678,-0.418842,-0.309953,0.846184,-39.2996,-5354.63,1631.22,-0.392336,-0.544376,-0.0211077,0.741135,-188.877,-5648.01,1670.9,-0.353699,-0.218998,-0.315129,0.853013,715.498,-5583.88,1650.1,-0.00271286,-0.295475,-0.450162,0.84264,787.429,-5465.43,1609.44,-0.29125,-0.29648,-0.718486,0.55772,393.108,-5942.65,1677.4,-0.0287756,-0.324284,-0.399691,0.856889,-111.421,-5475.15,1651.79,-0.140854,-0.371628,-0.477652,0.783518,-318.714,-5910.13,1709.07,0.64177,-0.717405,0.25229,0.0990478,7.9484,-6041.46,1669.83,0.027806,-0.261871,-0.770906,0.57996,-428.142,-6184.63,1708.86,-0.186376,-0.339879,-0.437235,0.811525,563.598,-5802.45,1707.67
1447,0,-0.111633,-0.417736,-0.308958,0.847101,-39.3262,-5354.67,1631.21,-0.390506,-0.556209,-0.0245969,0.733166,-188.973,-5647.77,1670.87,-0.353282,-0.221825,-0.316929,0.851787,715.422,-5583.83,1650.12,-0.0043654,-0.292711,-0.44367,0.847029,787.167,-5464.88,1609.43,-0.289195,-0.293816,-0.719816,0.558483,393.14,-5942.84,1677.07,-0.0292444,-0.322576,-0.397123,0.85871,-111.23,-5474.87,1651.79,-0.139637,-0.371488,-0.474744,0.785568,-318.654,-5910.13,1709.08,0.640519,-0.719453,0.251449,0.0943194,7.63772,-6041.44,1668.96,0.0222113,-0.263571,-0.770315,0.580217,-427.943,-6184.32,1709.08,-0.192732,-0.332999,-0.439576,0.811628,563.938,-5802.41,1707.79
1448,0,-0.111012,-0.418385,-0.310148,0.846427,-39.4661,-5354.67,1631.18,-0.389354,-0.560666,-0.0239718,0.730399,-189.641,-5647.72,1670.39,-0.353996,-0.221882,-0.316714,0.851556,715.395,-5583.74,1650.16,-0.00329289,-0.289136,-0.429288,0.855629,787.574,-5465.05,1610.48,-0.287917,-0.2914,-0.719486,0.56083,393.215,-5942.97,1676.94,-0.0324907,-0.320954,-0.392301,0.861413,-111.062,-5474.48,1651.94,-0.139488,-0.371664,-0.471947,0.787194,-318.575,-5910.12,1709.06,0.636174,-0.721705,0.254249,0.098902,7.94014,-6040.49,1668.73,0.00455003,-0.259804,-0.772818,0.578993,-427.219,-6183.61,1710.44,-0.188475,-0.352678,-0.443077,0.802358,562.865,-5801.67,1706.86
1449,0,-0.113615,-0.408661,-0.312754,0.849867,-39.2243,-5354.97,1631.37,-0.393924,-0.55492,-0.0257878,0.732272,-189.509,-5647.44,1669.92,-0.35448,-0.22187,-0.317885,0.850921,715.397,-5583.7,1650.17,-0.00624129,-0.284632,-0.426458,0.858533,786.377,-5464.53,1609.95,-0.290208,-0.290705,-0.718613,0.561128,393.336,-5942.98,1676.91,-0.0333339,-0.32155,-0.392835,0.860915,-110.89,-5474.17,1652.11,-0.138675,-0.375748,-0.471612,0.785598,-318.644,-5909.93,1708.93,0.63671,-0.721509,0.25058,0.105998,7.29238,-6040.78,1668.81,-0.0130254,-0.269438,-0.784135,0.558896,-427.307,-6182.36,1710.77,-0.192229,-0.337341,-0.445453,0.806735,563.793,-5802.14,1707.55
1450,0,-0.11139,-0.418418,-0.311782,0.84576,-39.7502,-5354.83,1631.64,-0.401636,-0.55592,-0.0222619,0.727424,-189.101,-5647.46,1669.57,-0.355213,-0.221619,-0.319881,0.849932,715.421,-5583.75,1650.21,-0.00790118,-0.281925,-0.422838,0.861199,786.094,-5464.25,1610.09,-0.291169,-0.292469,-0.71626,0.56272,393.146,-5943.07,1676.8,-0.0324892,-0.325615,-0.394424,0.85869,-110.792,-5473.89,1652.36,-0.139879,-0.37677,-0.473529,0.78374,-318.55,-5909.97,1708.99,0.634377,-0.721777,0.253019,0.112183,8.0248,-6040.41,1669.48,-0.0259563,-0.256639,-0.785545,0.562479,-426.448,-6182.92,1710.07,-0.192702,-0.335708,-0.445466,0.807296,563.894,-5802.14,1707.7
1451,0,-0.114487,-0.42009,-0.31095,0.844824,-39.9907,-5354.87,1631.81,-0.408883,-0.548738,-0.0183055,0.728949,-188.863,-5647.83,1669.18,-0.355102,-0.220291,-0.321942,0.849545,715.371,-5583.85,1650.12,-0.00914506,-0.279499,-0.418327,0.864176,785.654,-5463.91,1610.23,-0.295262,-0.291826,-0.716145,0.561065,393.498,-5942.99,1677.02,-0.0325273,-0.32948,-0.395134,0.856887,-110.742,-5473.61,1652.63,-0.138575,-0.364987,-0.467666,0.793013,-318.366,-5910.3,1709.37,0.643005,-0.714169,0.251509,0.115112,9.41366,-6040.18,1670.9,-0.0364308,-0.244488,-0.786506,0.565956,-425.352,-6183.46,1710.62,-0.192676,-0.335436,-0.445639,0.807319,563.945,-5802.23,1707.87
1452,0,-0.117617,-0.420844,-0.310577,0.844156,-40.1998,-5354.91,1631.95,-0.411868,-0.550697,-0.0182137,0.725787,-188.942,-5647.92,1669.18,-0.354149,-0.222523,-0.324722,0.848303,715.117,-5583.91,1649.88,-0.0210387,-0.261212,-0.394383,0.880788,785.936,-5463.97,1610.67,-0.294184,-0.293874,-0.714454,0.562716,393.17,-5943.16,1676.76,-0.0352025,-0.329674,-0.392282,0.858015,-110.634,-5473.35,1652.79,-0.139402,-0.363656,-0.454719,0.800969,-318.372,-5910.53,1709.41,0.643198,-0.70974,0.251747,0.138522,10.9927,-6041.64,1674.13,-0.00903961,-0.2362,-0.793463,0.560842,-426.07,-6184.37,1711.43,-0.192969,-0.33439,-0.446193,0.807377,563.769,-5802.27,1707.78
1453,0,-0.121187,-0.419941,-0.308611,0.844821,-40.1365,-5354.95,1631.93,-0.414575,-0.541875,-0.0175744,0.730883,-189.236,-5648.55,1668.64,-0.353799,-0.218558,-0.324179,0.849686,715.323,-5584.01,1649.9,-0.0294945,-0.269611,-0.387665,0.880997,786.327,-5463.35,1611.08,-0.296285,-0.291511,-0.714629,0.562621,393.543,-5942.98,1676.91,-0.0387088,-0.324712,-0.394168,0.858892,-110.613,-5473.25,1652.83,-0.138753,-0.362615,-0.456611,0.800477,-318.405,-5910.6,1709.43,0.642319,-0.706072,0.234441,0.184193,15.2718,-6042.14,1677.59,-0.0121095,-0.235847,-0.791136,0.564211,-425.966,-6184.22,1711.74,-0.187134,-0.350382,-0.444104,0.80311,562.761,-5802.06,1707.09
1454,0,-0.123615,-0.418451,-0.307773,0.845514,-40.2785,-5354.84,1631.82,-0.406826,-0.531114,-0.0257937,0.742795,-189.594,-5649.61,1667.52,-0.352683,-0.219057,-0.324029,0.850079,715.249,-5584.04,1649.78,-0.0311127,-0.270989,-0.38484,0.881757,786.313,-5463.16,1611.05,-0.298925,-0.291015,-0.712113,0.564667,393.891,-5943.05,1676.83,-0.03573,-0.329788,-0.393976,0.857174,-110.476,-5472.89,1652.86,-0.138193,-0.362169,-0.45786,0.800063,-318.419,-5910.63,1709.43,0.643265,-0.700951,0.219266,0.216334,21.2588,-6041.9,1681.48,-0.0184394,-0.233413,-0.790592,0.565812,-425.564,-6184.01,1712.37,-0.187219,-0.33857,-0.444565,0.807887,563.367,-5802.22,1707.65
1455,0,-0.12321,-0.416452,-0.307413,0.84669,-40.1824,-5354.73,1631.65,-0.386737,-0.491549,-0.0802087,0.776132,-188.028,-5649.68,1667.4,-0.352164,-0.219033,-0.322116,0.851026,715.138,-5584.06,1649.65,-0.0332508,-0.272652,-0.383825,0.881609,786.285,-5462.91,1611.05,-0.297885,-0.2904,-0.711008,0.566922,394.183,-5943.24,1676.81,-0.0350812,-0.328364,-0.392214,0.858554,-110.484,-5472.71,1652.81,-0.138999,-0.36288,-0.456574,0.800336,-318.427,-5910.67,1709.43,0.72558,-0.558292,0.164328,0.367207,29.1421,-6040.78,1684.08,-0.0346612,-0.239493,-0.783967,0.571697,-424.924,-6183.15,1713.36,-0.19198,-0.333463,-0.447161,0.807461,563.657,-5802.42,1707.8
1456,0,-0.121994,-0.415714,-0.309334,0.846529,-40.2609,-5354.56,1631.43,-0.382168,-0.50018,-0.0804375,0.77285,-188.627,-5649.4,1666.63,-0.350886,-0.219095,-0.322251,0.851487,715.148,-5584.11,1649.67,-0.0347169,-0.273074,-0.381787,0.882306,786.277,-5462.68,1611.05,-0.29252,-0.291703,-0.711736,0.568132,394.28,-5943.47,1676.81,-0.040228,-0.324905,-0.39191,0.859782,-110.318,-5472.4,1652.86,-0.140773,-0.362507,-0.456628,0.800164,-318.416,-5910.63,1709.45,0.724304,-0.558002,0.177297,0.36412,34.7244,-6039.45,1685.67,-0.0365824,-0.250538,-0.78352,0.567441,-425.546,-6182.21,1714.41,-0.18584,-0.349961,-0.446813,0.80209,562.616,-5802.07,1707.13
1457,0,-0.121222,-0.415253,-0.310421,0.846469,-40.3298,-5354.45,1631.32,-0.378283,-0.479874,-0.0776063,0.787782,-189.733,-5649.23,1665.9,-0.349601,-0.220226,-0.32268,0.851561,714.991,-5584.18,1649.62,-0.0371057,-0.275701,-0.381535,0.881501,786.302,-5462.35,1611.09,-0.29111,-0.291096,-0.711201,0.569835,394.546,-5943.59,1676.84,-0.0389664,-0.325959,-0.391526,0.859616,-110.359,-5472.28,1652.86,-0.139752,-0.374785,-0.463106,0.79091,-318.596,-5910.27,1708.98,0.722744,-0.558939,0.199031,0.354422,37.3569,-6038.59,1686.41,-0.0498233,-0.24252,-0.784421,0.56867,-424.766,-6182.01,1715.02,-0.186547,-0.349304,-0.447199,0.801997,562.648,-5801.88,1707.04
1458,0,-0.12045,-0.41689,-0.311606,0.845338,-40.4194,-5354.37,1631.32,-0.375518,-0.468663,-0.120407,0.79047,-189.041,-5649.34,1666.2,-0.348018,-0.220072,-0.323158,0.852068,714.965,-5584.22,1649.63,-0.0456581,-0.278626,-0.378585,0.881451,786.721,-5461.68,1611.56,-0.28763,-0.292261,-0.714771,0.566529,394.459,-5943.58,1676.89,-0.0400115,-0.327292,-0.388941,0.860235,-110.362,-5472.09,1652.96,-0.14081,-0.376485,-0.467805,0.78714,-318.534,-5910.2,1708.96,0.767694,-0.46875,0.209865,0.383244,36.6871,-6038.91,1687,-0.0657158,-0.232251,-0.771619,0.588511,-424.044,-6182.17,1715.92,-0.189187,-0.338072,-0.451369,0.803855,563.473,-5802.15,1707.57
1459,0,-0.119895,-0.420066,-0.311344,0.84394,-40.5009,-5354.25,1631.43,-0.375589,-0.47334,-0.122663,0.787296,-189.602,-5649.31,1665.69,-0.346945,-0.218563,-0.32292,0.852984,714.996,-5584.26,1649.68,-0.0413266,-0.278973,-0.376234,0.882561,787.098,-5461.99,1611.94,-0.290063,-0.291565,-0.714713,0.565719,394.518,-5943.48,1677.03,-0.0414204,-0.329098,-0.386335,0.860653,-110.351,-5471.89,1653.12,-0.140126,-0.376015,-0.471866,0.78506,-318.492,-5910.18,1708.93,0.761261,-0.483722,0.242465,0.357358,31.2753,-6039.92,1687.12,-0.0606224,-0.230422,-0.772687,0.588375,-424.236,-6182.16,1716.28,-0.189745,-0.336072,-0.451779,0.804331,563.611,-5802.09,1707.63
1460,0,-0.121212,-0.419855,-0.311233,0.843898,-40.4725,-5354.16,1631.6,-0.382847,-0.474864,-0.120241,0.783246,-188.192,-5649.39,1666.59,-0.346716,-0.218623,-0.322146,0.853355,714.974,-5584.27,1649.66,-0.0397401,-0.26611,-0.37634,0.886552,787.515,-5462.3,1612.29,-0.292326,-0.292556,-0.715058,0.563603,394.526,-5943.29,1677.07,-0.0366841,-0.336941,-0.381078,0.860177,-110.551,-5471.75,1653.23,-0.139013,-0.377016,-0.474479,0.783201,-318.461,-5910.19,1708.87,0.753135,-0.498801,0.24878,0.34942,24.1292,-6041.19,1686.17,-0.059314,-0.224994,-0.773745,0.589219,-424.023,-6182.1,1716.51,-0.19098,-0.333979,-0.451458,0.80509,563.923,-5802.04,1707.82
1461,0,-0.121275,-0.423019,-0.311102,0.842355,-40.63,-5354.06,1631.63,-0.389795,-0.489988,-0.126301,0.769428,-189.373,-5648.03,1666.16,-0.346674,-0.218456,-0.32193,0.853496,714.992,-5584.31,1649.7,-0.04056,-0.262034,-0.377285,0.887327,787.492,-5462.3,1612.36,-0.295411,-0.292541,-0.715196,0.561824,394.539,-5943.08,1677.21,-0.0333353,-0.335024,-0.376125,0.863236,-110.601,-5471.57,1653.33,-0.138855,-0.377452,-0.473617,0.783541,-318.43,-5910.14,1708.86,0.602202,-0.699659,0.336412,0.186165,15.3477,-6040.58,1681.94,-0.0558666,-0.219629,-0.774862,0.590112,-423.765,-6182.43,1717.12,-0.191006,-0.333591,-0.451249,0.805362,563.998,-5802.03,1707.87
1462,0,-0.121061,-0.423881,-0.312571,0.841409,-40.7678,-5353.99,1631.67,-0.390833,-0.502685,-0.121404,0.761458,-187.704,-5647.54,1667.41,-0.345556,-0.21995,-0.323688,0.8529,714.887,-5584.41,1649.72,-0.0444362,-0.264826,-0.378813,0.88566,787.293,-5461.83,1612.29,-0.298698,-0.292999,-0.714647,0.560545,394.369,-5942.84,1677.39,-0.0390696,-0.33231,-0.371377,0.866096,-110.555,-5471.49,1653.45,-0.138031,-0.372952,-0.470707,0.787585,-318.397,-5910.23,1709.14,0.613766,-0.696116,0.293855,0.22883,10.7162,-6037.88,1677.09,-0.0585016,-0.218206,-0.777373,0.587073,-423.27,-6182.15,1717.56,-0.192215,-0.331977,-0.451329,0.805696,564.047,-5802,1707.91
